,_id,time,district,wards,price,square
33,60955ac680686f1c9e310012,2021-03-30,Gia Lâm,Trâu Quỳ,19640.0,385.0
34,60955ac780686f1c9e310013,2021-03-30,Gia Lâm,Trâu Quỳ,1680.0,41.0
35,60955ac780686f1c9e310014,2021-03-30,Thạch Thất,Thạch Hòa,3460.0,108.0
36,60955ac880686f1c9e310015,2021-03-30,Long Biên,Ngọc Thụy,4800.0,101.0
37,60955ac880686f1c9e310016,2021-03-30,Long Biên,Ngọc Thụy,4900.0,102.0
38,60955ac980686f1c9e310017,2021-03-30,Hoài Đức,Vân Canh,2000.0,50.0
39,60955aca80686f1c9e310018,2021-03-30,Gia Lâm,Trâu Quỳ,7000.0,102.0
40,60955aca80686f1c9e310019,2021-03-30,Hà Đông,Dương Nội,1950.0,35.0
41,60955acb80686f1c9e31001a,2021-03-30,Hoài Đức,Đông La,1200.0,51.0
42,60955acb80686f1c9e31001b,2021-03-30,Gia Lâm,Trâu Quỳ,2150.0,31.0
43,60955acc80686f1c9e31001c,2021-03-30,Hoài Đức,Vân Canh,1800.0,45.0
44,60955acc80686f1c9e31001d,2021-03-30,Gia Lâm,Trâu Quỳ,4700.0,70.0
45,60955acd80686f1c9e31001e,2021-03-30,Bắc Từ Liêm,Phú Diễn,4500.0,46.0
46,60955ace80686f1c9e31001f,2021-03-30,Hoài Đức,Đức Thượng,1000.0,35.0
47,60955ace80686f1c9e310020,2021-03-30,Hà Đông,Yên Nghĩa,4200.0,50.0
48,60955acf80686f1c9e310021,2021-03-30,Thạch Thất,Hạ Bằng,1500.0,95.0
49,60955acf80686f1c9e310022,2021-03-30,Thạch Thất,Thạch Hòa,1410.0,60.0
50,60955ad080686f1c9e310023,2021-03-30,Gia Lâm,Trâu Quỳ,2400.0,60.0
51,60955ad080686f1c9e310024,2021-03-30,Long Biên,Long Biên,2800.0,45.0
52,60955ad180686f1c9e310025,2021-03-30,Đông Anh,Vân Nội,2180.0,67.0
53,60955ad280686f1c9e310026,2021-03-30,Gia Lâm,Trâu Quỳ,8160.0,120.0
54,60955ad280686f1c9e310027,2021-03-30,Gia Lâm,Đặng Xá,3530.0,82.0
55,60955ad380686f1c9e310028,2021-03-30,Thường Tín,Quất Động,684.0,72.0
56,60955ad380686f1c9e310029,2021-03-30,Hoài Đức,Vân Canh,1680.0,40.0
57,60955ad480686f1c9e31002a,2021-03-30,Gia Lâm,Trâu Quỳ,3500.0,68.0
58,60955ad480686f1c9e31002b,2021-03-30,Gia Lâm,Bát Tràng,7740.0,172.0
59,60955ad580686f1c9e31002c,2021-03-30,Gia Lâm,Đa Tốn,4200.0,93.0
60,60955ad680686f1c9e31002d,2021-03-30,Đan Phượng,Tân Lập,4970.0,72.0
61,60955ad680686f1c9e31002e,2021-03-30,Gia Lâm,Trâu Quỳ,6500.0,100.0
62,60955ad780686f1c9e31002f,2021-03-30,Gia Lâm,Trâu Quỳ,2520.0,51.0
63,60955ad780686f1c9e310030,2021-03-30,Thạch Thất,Tân Xã,880.0,60.0
64,60955ad880686f1c9e310031,2021-03-30,Gia Lâm,Trâu Quỳ,1590.0,35.0
65,60955ad880686f1c9e310032,2021-03-30,Long Biên,Ngọc Thụy,2760.0,45.0
66,60955ad980686f1c9e310033,2021-03-30,Gia Lâm,Trâu Quỳ,6600.0,75.0
67,60955ada80686f1c9e310034,2021-03-30,Hoàng Mai,Yên Sở,3350.0,65.0
68,60955ada80686f1c9e310035,2021-03-30,Long Biên,Ngọc Thụy,15660.0,174.0
69,60955adb80686f1c9e310036,2021-03-30,Long Biên,Long Biên,6400.0,114.0
70,60955adb80686f1c9e310037,2021-03-30,Long Biên,Long Biên,5265.0,81.0
71,60955adc80686f1c9e310038,2021-03-30,Hoài Đức,Kim Chung,1350.0,33.0
72,60955adc80686f1c9e310039,2021-03-30,Bắc Từ Liêm,Cổ Nhuế 1,5600.0,95.0
73,60955add80686f1c9e31003a,2021-03-30,Gia Lâm,Trâu Quỳ,4600.0,118.0
74,60955ade80686f1c9e31003b,2021-03-30,Gia Lâm,Trâu Quỳ,3320.0,40.0
75,60955ade80686f1c9e31003c,2021-03-30,Bắc Từ Liêm,Phú Diễn,2550.0,50.0
76,60955adf80686f1c9e31003d,2021-03-30,Long Biên,Sài Đồng,6300.0,88.4
77,60955adf80686f1c9e31003e,2021-03-30,Gia Lâm,Trâu Quỳ,2280.0,60.0
78,60955ae080686f1c9e31003f,2021-03-30,Gia Lâm,Trâu Quỳ,3600.0,63.0
79,60955ae080686f1c9e310040,2021-03-30,Gia Lâm,Trâu Quỳ,10744.0,136.0
80,60955ae180686f1c9e310041,2021-03-30,Ba Vì,Yên Bài,1600.0,90.0
81,60955ae180686f1c9e310042,2021-03-30,Long Biên,Cự Khối,3604.0,68.0
82,60955ae280686f1c9e310043,2021-03-30,Ba Vì,Yên Bài,1634.0,86.0
83,60955ae380686f1c9e310044,2021-03-30,Long Biên,Giang Biên,3410.0,55.0
84,60955ae380686f1c9e310045,2021-03-30,Gia Lâm,Trâu Quỳ,2000.0,50.0
85,60955ae480686f1c9e310046,2021-03-30,Long Biên,Cự Khối,3672.0,102.0
86,60955ae480686f1c9e310047,2021-03-30,Gia Lâm,Đặng Xá,3135.0,95.0
87,60955ae580686f1c9e310048,2021-03-30,Long Biên,Thạch Bàn,6400.0,80.0
88,60955ae680686f1c9e310049,2021-03-30,Bắc Từ Liêm,Đông Ngạc,13500.0,225.0
89,60955ae680686f1c9e31004a,2021-03-30,Cầu Giấy,Dịch Vọng Hậu,200000.0,2000.0
90,60955ae780686f1c9e31004b,2021-03-30,Long Biên,Ngọc Thụy,10500.0,115.0
91,60955ae780686f1c9e31004c,2021-03-30,Long Biên,Thượng Thanh,4300.0,70.0
92,60955ae880686f1c9e31004d,2021-03-30,Gia Lâm,Đặng Xá,3200.0,78.0
93,60955ae880686f1c9e31004e,2021-03-30,Gia Lâm,Trâu Quỳ,2460.0,60.0
94,60955ae980686f1c9e31004f,2021-03-30,Hà Đông,Phú Lương,2560.0,55.0
95,60955ae980686f1c9e310050,2021-03-30,Gia Lâm,Trâu Quỳ,4500.0,60.0
96,60955aea80686f1c9e310051,2021-03-30,Nam Từ Liêm,Đại Mỗ,3720.0,60.0
97,60955aeb80686f1c9e310052,2021-03-30,Nam Từ Liêm,Đại Mỗ,2350.0,50.0
98,60955aeb80686f1c9e310053,2021-03-30,Nam Từ Liêm,Mỹ Đình 2,6900.0,110.0
99,60955aec80686f1c9e310054,2021-03-30,Bắc Từ Liêm,Đông Ngạc,8500.0,220.0
100,60955aec80686f1c9e310055,2021-03-30,Nam Từ Liêm,Mỹ Đình 2,4000.0,73.0
101,60955aed80686f1c9e310056,2021-03-30,Hà Đông,Kiến Hưng,24000.0,300.0
102,60955aed80686f1c9e310057,2021-03-30,Nam Từ Liêm,Mỹ Đình 2,3100.0,35.0
103,60955aee80686f1c9e310058,2021-03-30,Hà Đông,La Khê,25500.0,310.0
104,60955aef80686f1c9e310059,2021-03-30,Nam Từ Liêm,Tây Mỗ,2500.0,51.0
105,60955aef80686f1c9e31005a,2021-03-30,Quốc Oai,Phú Cát,1650.0,300.0
106,60955af080686f1c9e31005b,2021-03-30,Hà Đông,Phú La,5250.0,54.0
107,60955af080686f1c9e31005c,2021-03-30,Long Biên,Thạch Bàn,2200.0,35.0
108,60955af180686f1c9e31005d,2021-03-30,Nam Từ Liêm,Đại Mỗ,4500.0,50.0
109,60955af180686f1c9e31005e,2021-03-30,Long Biên,Thượng Thanh,4980.0,79.0
110,60955af280686f1c9e31005f,2021-03-30,Thanh Trì,Tam Hiệp,3400.0,55.0
111,60955af380686f1c9e310060,2021-03-30,Nam Từ Liêm,Mỹ Đình 2,110.0,52.0
112,60955af380686f1c9e310061,2021-03-30,Long Biên,Bồ Đề,4900.0,60.0
113,60955af480686f1c9e310062,2021-03-30,Long Biên,Thạch Bàn,1650.0,47.0
114,60955af480686f1c9e310063,2021-03-30,Gia Lâm,Trâu Quỳ,3300.0,68.0
115,60955af580686f1c9e310064,2021-03-30,Gia Lâm,Kiêu Kỵ,4100.0,79.0
116,60955af580686f1c9e310065,2021-03-30,Long Biên,Cự Khối,4350.0,65.0
117,60955af680686f1c9e310066,2021-03-30,Long Biên,Thạch Bàn,1950.0,35.0
118,60955af780686f1c9e310067,2021-03-30,Long Biên,Long Biên,5900.0,77.0
119,60955af780686f1c9e310068,2021-03-30,Gia Lâm,Trâu Quỳ,11914.0,259.0
120,60955af880686f1c9e310069,2021-03-30,Gia Lâm,Trâu Quỳ,5760.0,80.0
121,60955af880686f1c9e31006a,2021-03-30,Gia Lâm,Trâu Quỳ,2655.0,59.0
122,60955af980686f1c9e31006b,2021-03-30,Gia Lâm,Trâu Quỳ,17094.0,259.0
123,60955af980686f1c9e31006c,2021-03-30,Long Biên,Gia Thụy,2300.0,52.0
124,60955afa80686f1c9e31006d,2021-03-30,Bắc Từ Liêm,Xuân Đỉnh,7200.0,97.0
125,60955afb80686f1c9e31006e,2021-03-30,Long Biên,Bồ Đề,3999.0,44.9
126,60955afb80686f1c9e31006f,2021-03-30,Hà Đông,Phú Lãm,3550.0,56.0
127,60955afc80686f1c9e310070,2021-03-30,Hà Đông,Kiến Hưng,3200.0,40.0
128,60955afc80686f1c9e310071,2021-03-30,Hà Đông,Kiến Hưng,3650.0,50.0
129,60955afd80686f1c9e310072,2021-03-30,Gia Lâm,Phú Thị,3200.0,80.0
130,60955afd80686f1c9e310073,2021-03-30,Hà Đông,Kiến Hưng,3750.0,50.0
131,60955afe80686f1c9e310074,2021-03-30,Gia Lâm,Cổ Bi,7120.0,130.0
132,60955aff80686f1c9e310075,2021-03-30,Gia Lâm,Trâu Quỳ,3200.0,62.5
133,60955aff80686f1c9e310076,2021-03-30,Hà Đông,Vạn Phúc,5300.0,80.0
134,60955b0080686f1c9e310077,2021-03-30,Bắc Từ Liêm,Phú Diễn,13000.0,320.0
135,60955b0080686f1c9e310078,2021-03-30,Thạch Thất,Đồng Trúc,1400.0,88.0
136,60955b0180686f1c9e310079,2021-03-30,Long Biên,Bồ Đề,537.0,100.0
137,60955b0180686f1c9e31007a,2021-03-30,Thanh Trì,Đông Mỹ,3450.0,77.0
138,60955b0280686f1c9e31007b,2021-03-30,Ứng Hòa,Đồng Tân,800.0,75.0
139,60955b0280686f1c9e31007c,2021-03-30,Ứng Hòa,Hòa Xá,2500.0,152.0
140,60955b0380686f1c9e31007d,2021-03-30,Thạch Thất,Đồng Trúc,1400.0,68.0
141,60955b0480686f1c9e31007e,2021-03-30,Đống Đa,Hàng Bột,450.0,100.0
142,60955b0480686f1c9e31007f,2021-03-30,Hai Bà Trưng,Lê Đại Hành,450.0,100.0
143,60955b0580686f1c9e310080,2021-03-30,Thanh Trì,Ngọc Hồi,2250.0,71.0
144,60955b0580686f1c9e310081,2021-03-30,Thanh Trì,Đông Mỹ,2220.0,138.0
145,60955b0680686f1c9e310082,2021-03-30,Thanh Oai,Cự Khê,1500.0,37.0
146,60955b0680686f1c9e310083,2021-03-30,Thanh Trì,Liên Ninh,1550.0,43.0
147,60955b0780686f1c9e310084,2021-03-30,Thanh Trì,Vĩnh Quỳnh,1350.0,60.0
148,60955b0880686f1c9e310085,2021-03-30,Thanh Trì,Ngũ Hiệp,2500.0,55.0
149,60955b0880686f1c9e310086,2021-03-30,Thanh Oai,Mỹ Hưng,999.0,40.0
150,60955b0980686f1c9e310087,2021-03-30,Thanh Oai,Mỹ Hưng,999.0,45.0
151,60955b0980686f1c9e310088,2021-03-30,Thanh Oai,Bích Hòa,780.0,30.0
152,60955b0a80686f1c9e310089,2021-03-30,Thanh Oai,Tam Hưng,690.0,40.0
153,60955b0a80686f1c9e31008a,2021-03-30,Thanh Oai,Bình Minh,820.0,80.0
154,60955b0b80686f1c9e31008b,2021-03-30,Thanh Oai,Tân Ước,1590.0,60.0
155,60955b0c80686f1c9e31008c,2021-03-30,Thanh Oai,Bình Minh,780.0,65.0
156,60955b0c80686f1c9e31008d,2021-03-30,Thanh Oai,Cự Khê,800.0,32.0
157,60955b0d80686f1c9e31008e,2021-03-30,Thanh Oai,Bích Hòa,1710.0,60.0
158,60955b0d80686f1c9e31008f,2021-03-30,Thanh Oai,Tam Hưng,1250.0,50.0
159,60955b0e80686f1c9e310090,2021-03-30,Thanh Oai,Tam Hưng,750.0,65.0
160,60955b0e80686f1c9e310091,2021-03-30,Thanh Oai,Thanh Văn,18400.0,1320.0
161,60955b0f80686f1c9e310092,2021-03-30,Thanh Oai,Bình Minh,700.0,65.0
162,60955b1080686f1c9e310093,2021-03-30,Thanh Oai,Cự Khê,1200.0,45.0
163,60955b1080686f1c9e310094,2021-03-30,Thanh Oai,Cự Khê,2390.0,90.0
164,60955b1180686f1c9e310095,2021-03-30,Thanh Oai,Thanh Văn,2870.0,410.0
165,60955b1180686f1c9e310096,2021-03-30,Thanh Oai,Bình Minh,6300.0,425.0
166,60955b1280686f1c9e310097,2021-03-30,Thanh Oai,Kim Bài,1650.0,87.0
167,60955b1280686f1c9e310098,2021-03-30,Thanh Oai,Bình Minh,3800.0,200.0
168,60955b1380686f1c9e310099,2021-03-30,Thanh Oai,Bích Hòa,730.0,30.0
169,60955b1480686f1c9e31009a,2021-03-30,Thanh Trì,Ngọc Hồi,1330.0,50.0
170,60955b1480686f1c9e31009b,2021-03-30,Thanh Trì,Vĩnh Quỳnh,1450.0,47.0
171,60955b1580686f1c9e31009c,2021-03-30,Thanh Oai,Mỹ Hưng,900.0,54.0
172,60955b1580686f1c9e31009d,2021-03-30,Thanh Oai,Cự Khê,1700.0,70.0
173,60955b1680686f1c9e31009e,2021-03-30,Thanh Trì,Ngọc Hồi,7100.0,130.0
174,60955b1680686f1c9e31009f,2021-03-30,Thanh Trì,Liên Ninh,1450.0,55.0
175,60955b1780686f1c9e3100a0,2021-03-30,Thanh Trì,Văn Điển,1750.0,35.0
176,60955b1880686f1c9e3100a1,2021-03-30,Thanh Trì,Ngọc Hồi,8500.0,125.0
177,60955b1880686f1c9e3100a2,2021-03-30,Thanh Trì,Ngũ Hiệp,1850.0,53.0
178,60955b1980686f1c9e3100a3,2021-03-30,Thanh Trì,Tam Hiệp,2400.0,78.0
179,60955b1980686f1c9e3100a4,2021-03-30,Thanh Trì,Tam Hiệp,2600.0,50.0
180,60955b1a80686f1c9e3100a5,2021-03-30,Thanh Trì,Ngũ Hiệp,1450.0,40.0
181,60955b1a80686f1c9e3100a6,2021-03-30,Thanh Trì,Tứ Hiệp,6600.0,85.0
182,60955b1b80686f1c9e3100a7,2021-03-30,Thanh Trì,Liên Ninh,1340.0,50.0
183,60955b1b80686f1c9e3100a8,2021-03-30,Thanh Trì,Ngũ Hiệp,2500.0,50.0
184,60955b1c80686f1c9e3100a9,2021-03-30,Thanh Trì,Tứ Hiệp,1650.0,35.0
185,60955b1d80686f1c9e3100aa,2021-03-30,Thanh Trì,Tam Hiệp,950.0,31.0
186,60955b1d80686f1c9e3100ab,2021-03-30,Hà Đông,Biên Giang,537.0,100.0
187,60955b1e80686f1c9e3100ac,2021-03-30,Thanh Oai,Kim An,1850.0,168.0
188,60955b1e80686f1c9e3100ad,2021-03-30,Thanh Trì,Ngũ Hiệp,1950.0,60.0
189,60955b1f80686f1c9e3100ae,2021-03-30,Thanh Trì,Văn Điển,3800.0,52.0
190,60955b1f80686f1c9e3100af,2021-03-30,Thanh Trì,Tứ Hiệp,4550.0,80.0
191,60955b2080686f1c9e3100b0,2021-03-30,Thanh Trì,Đông Mỹ,980.0,40.0
192,60955b2180686f1c9e3100b1,2021-03-30,Thanh Trì,Ngũ Hiệp,2100.0,72.0
193,60955b2180686f1c9e3100b2,2021-03-30,Thanh Trì,Vạn Phúc,780.0,41.0
194,60955b2280686f1c9e3100b3,2021-03-30,Thanh Oai,Thanh Văn,3200.0,160.0
195,60955b2280686f1c9e3100b4,2021-03-30,Thanh Trì,Liên Ninh,1400.0,55.0
196,60955b2380686f1c9e3100b5,2021-03-30,Thanh Oai,Kim An,1850.0,165.0
197,60955b2380686f1c9e3100b6,2021-03-30,Nam Từ Liêm,Mễ Trì,5200.0,72.0
198,60955b2480686f1c9e3100b7,2021-03-30,Nam Từ Liêm,Phú Đô,3890.0,50.0
199,60955b2580686f1c9e3100b8,2021-03-30,Nam Từ Liêm,Xuân Phương,1950.0,46.0
200,60955b2580686f1c9e3100b9,2021-03-30,Nam Từ Liêm,Đại Mỗ,2200.0,55.0
201,60955b2680686f1c9e3100ba,2021-03-30,Nam Từ Liêm,Tây Mỗ,2400.0,45.0
202,60955b2680686f1c9e3100bb,2021-03-30,Nam Từ Liêm,Trung Văn,2500.0,32.0
203,60955b2780686f1c9e3100bc,2021-03-30,Nam Từ Liêm,Cầu Diễn,1350.0,35.0
204,60955b2780686f1c9e3100bd,2021-03-30,Quốc Oai,Phú Cát,1400.0,80.0
205,60955b2880686f1c9e3100be,2021-03-30,Thường Tín,Hà Hồi,6000.0,135.0
206,60955b2980686f1c9e3100bf,2021-03-30,Thường Tín,Vân Tảo,14700.0,557.0
207,60955b2980686f1c9e3100c0,2021-03-30,Thường Tín,Ninh Sở,5000.0,700.0
208,60955b2a80686f1c9e3100c1,2021-03-30,Thường Tín,Chương Dương,450.0,43.0
209,60955b2a80686f1c9e3100c2,2021-03-30,Thường Tín,Hồng Vân,3400.0,74.0
210,60955b2b80686f1c9e3100c3,2021-03-30,Thường Tín,Ninh Sở,670.0,40.0
211,60955b2b80686f1c9e3100c4,2021-03-30,Thường Tín,Duyên Thái,3150.0,113.0
212,60955b2c80686f1c9e3100c5,2021-03-30,Thường Tín,Vân Tảo,900.0,50.0
213,60955b2d80686f1c9e3100c6,2021-03-30,Thường Tín,Nhị Khê,5221.0,227.0
214,60955b2d80686f1c9e3100c7,2021-03-30,Thường Tín,Chương Dương,1850.0,170.0
215,60955b2e80686f1c9e3100c8,2021-03-30,Thường Tín,Hồng Vân,1000.0,100.0
216,60955b2e80686f1c9e3100c9,2021-03-30,Thường Tín,Khánh Hà,3300.0,99.0
217,60955b2f80686f1c9e3100ca,2021-03-30,Thường Tín,Liên Phương,5460.0,140.0
218,60955b2f80686f1c9e3100cb,2021-03-30,Thường Tín,Hòa Bình,1500.0,118.0
219,60955b3080686f1c9e3100cc,2021-03-30,Thường Tín,Văn Tự,1300.0,45.0
220,60955b3180686f1c9e3100cd,2021-03-30,Thường Tín,Vạn Điểm,1380.0,120.0
221,60955b3180686f1c9e3100ce,2021-03-30,Thường Tín,Quất Động,1200.0,80.0
222,60955b3280686f1c9e3100cf,2021-03-30,Thường Tín,Chương Dương,970.0,108.0
223,60955b3280686f1c9e3100d0,2021-03-30,Thường Tín,Nhị Khê,739.0,54.0
224,60955b3380686f1c9e3100d1,2021-03-30,Thường Tín,Duyên Thái,1607.0,56.0
225,60955b3380686f1c9e3100d2,2021-03-30,Thường Tín,Chương Dương,972.0,108.0
226,60955b3480686f1c9e3100d3,2021-03-30,Thường Tín,Nhị Khê,1050.0,57.0
227,60955b3580686f1c9e3100d4,2021-03-30,Thường Tín,Thư Phú,2400.0,134.0
228,60955b3580686f1c9e3100d5,2021-03-30,Thường Tín,Hồng Vân,1622.0,104.0
229,60955b3680686f1c9e3100d6,2021-03-30,Thường Tín,Tự Nhiên,370.0,80.0
230,60955b3680686f1c9e3100d7,2021-03-30,Thường Tín,Ninh Sở,2200.0,105.0
231,60955b3780686f1c9e3100d8,2021-03-30,Thường Tín,Thường Tín,2650.0,28.0
232,60955b3780686f1c9e3100d9,2021-03-30,Thường Tín,Vân Tảo,1600.0,100.0
233,60955b3880686f1c9e3100da,2021-03-30,Thường Tín,Thư Phú,1340.0,160.0
234,60955b3980686f1c9e3100db,2021-03-30,Thường Tín,Nguyễn Trãi,1200.0,87.0
235,60955b3980686f1c9e3100dc,2021-03-30,Thường Tín,Nhị Khê,1750.0,45.0
236,60955b3a80686f1c9e3100dd,2021-03-30,Thường Tín,Vân Tảo,870.0,73.0
237,60955b3a80686f1c9e3100de,2021-03-30,Thường Tín,Vân Tảo,680.0,68.0
238,60955b3b80686f1c9e3100df,2021-03-30,Thường Tín,Thư Phú,2100.0,134.0
239,60955b3b80686f1c9e3100e0,2021-03-30,Thường Tín,Nhị Khê,3100.0,140.0
240,60955b3c80686f1c9e3100e1,2021-03-30,Thường Tín,Vân Tảo,780.0,69.0
241,60955b3d80686f1c9e3100e2,2021-03-30,Thường Tín,Hồng Vân,730.0,86.0
242,60955b3d80686f1c9e3100e3,2021-03-30,Thường Tín,Chương Dương,900.0,100.0
243,60955b3e80686f1c9e3100e4,2021-03-30,Thạch Thất,Bình Yên,900.0,89.0
244,60955b3e80686f1c9e3100e5,2021-03-30,Thạch Thất,Tân Xã,1620.0,162.0
245,60955b3f80686f1c9e3100e6,2021-03-30,Thạch Thất,Bình Yên,1280.0,182.0
246,60955b3f80686f1c9e3100e7,2021-03-30,Thạch Thất,Đồng Trúc,1400.0,92.0
247,60955b4080686f1c9e3100e8,2021-03-30,Thạch Thất,Bình Yên,1200.0,88.0
248,60955b4180686f1c9e3100e9,2021-03-30,Thạch Thất,Thạch Hòa,1400.0,150.0
249,60955b4180686f1c9e3100ea,2021-03-30,Bắc Từ Liêm,Cổ Nhuế 2,3000.0,56.0
250,60955b4280686f1c9e3100eb,2021-03-30,Bắc Từ Liêm,Xuân Đỉnh,2400.0,35.0
251,60955b4280686f1c9e3100ec,2021-03-30,Bắc Từ Liêm,Cổ Nhuế 1,6000.0,70.0
252,60955b4380686f1c9e3100ed,2021-03-30,Bắc Từ Liêm,Liên Mạc,8800.0,260.0
253,60955b4380686f1c9e3100ee,2021-03-30,Bắc Từ Liêm,Cổ Nhuế 1,4700.0,47.0
254,60955b4480686f1c9e3100ef,2021-03-30,Bắc Từ Liêm,Tây Tựu,4950.0,82.0
255,60955b4580686f1c9e3100f0,2021-03-30,Thạch Thất,Bình Yên,850.0,72.0
256,60955b4580686f1c9e3100f1,2021-03-30,Nam Từ Liêm,Mỹ Đình 1,6200.0,84.0
257,60955b4680686f1c9e3100f2,2021-03-30,Thạch Thất,Đồng Trúc,1550.0,90.0
258,60955b4680686f1c9e3100f3,2021-03-30,Quốc Oai,Phú Cát,2650.0,189.0
259,60955b4780686f1c9e3100f4,2021-03-30,Phúc Thọ,Phúc Thọ,900.0,75.0
260,60955b4780686f1c9e3100f5,2021-03-30,Mỹ Đức,Đại Nghĩa,4800.0,84.0
261,60955b4880686f1c9e3100f6,2021-03-30,Mê Linh,Tiền Phong,1739.0,94.0
262,60955b4880686f1c9e3100f7,2021-03-30,Mê Linh,Mê Linh,120000.0,21000.0
263,60955b4980686f1c9e3100f8,2021-03-30,Mê Linh,Quang Minh,4653.0,99.0
264,60955b4a80686f1c9e3100f9,2021-03-30,Mê Linh,Quang Minh,2770.0,75.0
265,60955b4a80686f1c9e3100fa,2021-03-30,Mê Linh,Tiền Phong,135000.0,10000.0
266,60955b4b80686f1c9e3100fb,2021-03-30,Chương Mỹ,Thuỷ Xuân Tiên,900.0,110.0
267,60955b4b80686f1c9e3100fc,2021-03-30,Thạch Thất,Đồng Trúc,16000.0,3430.0
268,60955b4c80686f1c9e3100fd,2021-03-30,Thạch Thất,Đồng Trúc,15900.0,3430.0
269,60955b4c80686f1c9e3100fe,2021-03-30,Thạch Thất,Bình Yên,875.0,75.0
270,60955b4d80686f1c9e3100ff,2021-03-30,Thạch Thất,Hạ Bằng,1000.0,70.0
271,60955b4e80686f1c9e310100,2021-03-30,Đan Phượng,Đồng Tháp,2400.0,60.0
272,60955b4e80686f1c9e310101,2021-03-30,Đan Phượng,Đan Phượng,1500.0,50.0
273,60955b4f80686f1c9e310102,2021-03-30,Đan Phượng,Đan Phượng,4000.0,218.0
274,60955b4f80686f1c9e310103,2021-03-30,Đan Phượng,Tân Hội,1520.0,46.0
275,60955b5080686f1c9e310104,2021-03-30,Chương Mỹ,Thuỷ Xuân Tiên,1300.0,100.0
276,60955b5080686f1c9e310105,2021-03-30,Đan Phượng,Tân Lập,1500.0,50.0
277,60955b5180686f1c9e310106,2021-03-30,Đan Phượng,Tân Hội,7000.0,74.0
278,60955b5280686f1c9e310107,2021-03-30,Chương Mỹ,Hoàng Văn Thụ,1200.0,200.0
279,60955b5280686f1c9e310108,2021-03-30,Chương Mỹ,Hoàng Văn Thụ,1600.0,200.0
280,60955b5380686f1c9e310109,2021-03-30,Chương Mỹ,Thuỷ Xuân Tiên,1200.0,481.0
