_id,wards,district,price,square
60635b50ae692a4b23956549,Phường Hoàng Văn Thụ,Quận Hoàng Mai,2950.0,37.1
60635b51ae692a4b2395654a,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,1980.0,80.0
60635b52ae692a4b2395654b,Phường Nghĩa Tân,Quận Cầu Giấy,3950.0,39.0
60635b53ae692a4b2395654c,Thị trấn Quang Minh,Huyện Mê Linh,1500.0,60.0
60635b54ae692a4b2395654d,Phường Thượng Đình,Quận Thanh Xuân,25.0,30.0
60635b55ae692a4b2395654e,Xã Hải Bối,Huyện Đông Anh,27.0,52.3
60635b56ae692a4b2395654f,Phường Kim Liên,Quận Đống Đa,3400.0,33.0
60635b57ae692a4b23956550,Phường Vĩnh Hưng,Quận Hoàng Mai,650.0,25.0
60635b58ae692a4b23956551,Phường Nghĩa Đô,Quận Cầu Giấy,4.79,54.0
60635b58ae692a4b23956552,Phường Xuân La,Quận Tây Hồ,3800.0,50.0
60635b59ae692a4b23956553,Phường Cự Khối,Quận Long Biên,1820.0,32.0
60635b5aae692a4b23956554,Phường Dịch Vọng Hậu,Quận Cầu Giấy,15500.0,73.0
60635b5bae692a4b23956555,Phường Nhân Chính,Quận Thanh Xuân,9900.0,53.0
60635b5dae692a4b23956556,Phường Dịch Vọng Hậu,Quận Cầu Giấy,29.0,109.4
60635b5eae692a4b23956557,Phường Thượng Đình,Quận Thanh Xuân,9300.0,33.0
60635b5fae692a4b23956558,Xã Đại áng,Huyện Thanh Trì,1800.0,70.0
60635b60ae692a4b23956559,Phường Trung Hoà,Quận Cầu Giấy,2680.0,66.0
60635b61ae692a4b2395655a,Phường Đồng Mai,Quận Hà Đông,855.0,63.0
60635b63ae692a4b2395655b,Phường Thạch Bàn,Quận Long Biên,1680.0,40.0
60635b64ae692a4b2395655c,Phường Thịnh Quang,Quận Đống Đa,5400.0,36.0
60635b65ae692a4b2395655d,Phường Ngọc Lâm,Quận Long Biên,2900.0,39.0
60635b66ae692a4b2395655e,Phường Long Biên,Quận Long Biên,2950.0,34.0
60635b66ae692a4b2395655f,Phường Giáp Bát,Quận Hoàng Mai,12000.0,70.0
60635b67ae692a4b23956560,Phường Phú Diễn,Quận Bắc Từ Liêm,2700.0,66.0
60635b68ae692a4b23956561,Phường Thạch Bàn,Quận Long Biên,1650.0,34.0
60635b69ae692a4b23956562,Phường Phúc Lợi,Quận Long Biên,12540.0,228.0
60635b6aae692a4b23956563,Phường Thạch Bàn,Quận Long Biên,2000.0,40.0
60635b6bae692a4b23956564,Phường Thành Công,Quận Ba Đình,1850.0,60.0
60635b6cae692a4b23956565,Phường Phú Lãm,Quận Hà Đông,1380.0,38.3
60635b6dae692a4b23956566,Phường Dịch Vọng Hậu,Quận Cầu Giấy,4450.0,66.0
60635b6eae692a4b23956567,Phường Hoàng Liệt,Quận Hoàng Mai,1050.0,56.0
60635b6eae692a4b23956568,Phường Thượng Đình,Quận Thanh Xuân,25.0,30.0
60635b70ae692a4b23956569,Phường Phúc Xá,Quận Ba Đình,4980.0,70.0
60635b70ae692a4b2395656a,Xã Đồng Trúc,Huyện Thạch Thất,12.5,210.0
60635b71ae692a4b2395656b,Phường Đông Ngạc,Quận Bắc Từ Liêm,24.0,92.5
60635b72ae692a4b2395656c,Phường Ngọc Lâm,Quận Long Biên,10600.0,100.0
60635b73ae692a4b2395656d,Xã Tả Thanh Oai,Huyện Thanh Trì,2.1,30.0
60635b74ae692a4b2395656e,Phường Hoàng Liệt,Quận Hoàng Mai,4350.0,52.0
60635b75ae692a4b2395656f,Xã Bắc Hồng,Huyện Đông Anh,1000.0,46.8
60635b76ae692a4b23956570,Phường Long Biên,Quận Long Biên,7100.0,40.0
60635b77ae692a4b23956571,Phường Hoàng Liệt,Quận Hoàng Mai,1930.0,67.0
60635b78ae692a4b23956572,Phường Mai Dịch,Quận Cầu Giấy,42000.0,200.0
60635b78ae692a4b23956573,Phường Thượng Thanh,Quận Long Biên,4000.0,43.0
60635b79ae692a4b23956574,Phường Mai Dịch,Quận Cầu Giấy,7500.0,45.0
60635b7aae692a4b23956575,Phường Quang Trung,Quận Hà Đông,6000.0,52.0
60635b7bae692a4b23956576,Phường Phương Mai,Quận Đống Đa,3000.0,33.0
60635b7cae692a4b23956577,Phường Hoàng Liệt,Quận Hoàng Mai,3000.0,70.0
60635b7dae692a4b23956578,Xã Vĩnh Quỳnh,Huyện Thanh Trì,1780.0,42.0
60635b7eae692a4b23956579,Xã Nam Hồng,Huyện Đông Anh,2090.0,83.6
60635b7fae692a4b2395657a,Phường Ngọc Thụy,Quận Long Biên,7650.0,47.0
60635b7fae692a4b2395657b,Phường Cầu Diễn,Quận Nam Từ Liêm,3900.0,40.0
60635b80ae692a4b2395657c,Phường Hoàng Liệt,Quận Hoàng Mai,1100.0,68.0
60635b81ae692a4b2395657d,Phường Láng Thượng,Quận Đống Đa,1850.0,55.0
60635b82ae692a4b2395657e,Phường Cống Vị,Quận Ba Đình,4900.0,39.0
60635b83ae692a4b2395657f,Phường Thanh Xuân Nam,Quận Thanh Xuân,4100.0,45.0
60635b84ae692a4b23956580,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,4600.0,45.0
60635b85ae692a4b23956581,Phường Trung Liệt,Quận Đống Đa,4.2,42.0
60635b85ae692a4b23956582,Phường Trúc Bạch,Quận Ba Đình,19500.0,45.0
60635b86ae692a4b23956583,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,2950.0,30.0
60635b87ae692a4b23956584,Xã Tân Triều,Huyện Thanh Trì,15700.0,130.0
60635b88ae692a4b23956585,Phường Thạch Bàn,Quận Long Biên,2800.0,60.0
60635b89ae692a4b23956586,Phường Hoàng Liệt,Quận Hoàng Mai,2630.0,83.0
60635b89ae692a4b23956587,Phường Đại Kim,Quận Hoàng Mai,1070.0,53.5
60635b8aae692a4b23956588,Phường Long Biên,Quận Long Biên,3295.0,42.0
60635b8bae692a4b23956589,Phường Phúc Lợi,Quận Long Biên,2000.0,34.0
60635b8cae692a4b2395658a,Phường Dương Nội,Quận Hà Đông,2200.0,47.0
60635b8cae692a4b2395658b,Xã Thanh Liệt,Huyện Thanh Trì,3650.0,40.0
60635b8dae692a4b2395658c,Phường Cát Linh,Quận Đống Đa,200.0,60.0
60635b8eae692a4b2395658d,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,3700.0,35.0
60635b8fae692a4b2395658e,Phường Phúc Đồng,Quận Long Biên,2395.0,32.3
60635b90ae692a4b2395658f,Phường Khương Trung,Quận Thanh Xuân,4200.0,26.8
60635b91ae692a4b23956590,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,1740.0,79.0
60635b91ae692a4b23956591,Phường Mai Dịch,Quận Cầu Giấy,4500.0,50.0
60635b92ae692a4b23956592,Phường Thạch Bàn,Quận Long Biên,2350.0,33.0
60635b93ae692a4b23956593,Phường Đông Ngạc,Quận Bắc Từ Liêm,3500.0,42.0
60635b94ae692a4b23956594,Phường Hoàng Liệt,Quận Hoàng Mai,1830.0,70.0
60635b95ae692a4b23956595,Phường Dương Nội,Quận Hà Đông,50.0,50.0
60635b96ae692a4b23956596,Phường Dịch Vọng Hậu,Quận Cầu Giấy,4500.0,40.0
60635b96ae692a4b23956597,Xã Ngọc Hồi,Huyện Thanh Trì,1700.0,44.0
60635b97ae692a4b23956598,Phường La Khê,Quận Hà Đông,2400.0,90.0
60635b98ae692a4b23956599,Phường Vạn Phúc,Quận Hà Đông,13999.0,91.0
60635b99ae692a4b2395659a,Phường Ngọc Lâm,Quận Long Biên,5325.0,40.0
60635b9aae692a4b2395659b,Xã Mai Đình,Huyện Sóc Sơn,3750.0,116.9
60635b9bae692a4b2395659c,Phường Long Biên,Quận Long Biên,2600.0,38.0
60635b9cae692a4b2395659d,Phường Hoàng Liệt,Quận Hoàng Mai,2460.0,83.0
60635b9cae692a4b2395659e,Thị trấn Trâu Quỳ,Huyện Gia Lâm,5500.0,75.0
60635b9dae692a4b2395659f,Phường Cống Vị,Quận Ba Đình,7500.0,47.0
60635b9eae692a4b239565a0,Phường Kim Mã,Quận Ba Đình,800.0,32.0
60635b9fae692a4b239565a1,Phường Long Biên,Quận Long Biên,2400.0,35.0
60635ba0ae692a4b239565a2,Phường Vạn Phúc,Quận Hà Đông,8800.0,75.0
60635ba1ae692a4b239565a3,Phường Giáp Bát,Quận Hoàng Mai,15600.0,78.0
60635ba1ae692a4b239565a4,Phường Trung Liệt,Quận Đống Đa,550.0,50.0
60635ba2ae692a4b239565a5,Phường Phúc Lợi,Quận Long Biên,6750.0,47.5
60635ba3ae692a4b239565a6,Phường Hàng Buồm,Quận Hoàn Kiếm,31000.0,50.0
60635ba4ae692a4b239565a7,Phường Nghĩa Đô,Quận Cầu Giấy,17500.0,70.0
60635ba5ae692a4b239565a8,Phường Long Biên,Quận Long Biên,3300.0,45.0
60635ba5ae692a4b239565a9,Phường Định Công,Quận Hoàng Mai,3100.0,41.0
60635ba6ae692a4b239565aa,Xã Tứ Hiệp,Huyện Thanh Trì,2860.0,40.0
60635ba7ae692a4b239565ab,Phường Ngọc Thụy,Quận Long Biên,1900.0,53.0
60635ba8ae692a4b239565ac,Phường Yên Nghĩa,Quận Hà Đông,2300.0,32.0
60635ba9ae692a4b239565ad,Phường Thượng Đình,Quận Thanh Xuân,11750.0,40.0
60635baaae692a4b239565ae,Phường Phúc Lợi,Quận Long Biên,2000.0,31.5
60635babae692a4b239565af,Phường Vĩnh Hưng,Quận Hoàng Mai,4300.0,67.0
60635babae692a4b239565b0,Phường Nghĩa Đô,Quận Cầu Giấy,1030.0,48.0
60635bacae692a4b239565b1,Phường Đại Kim,Quận Hoàng Mai,1250.0,55.0
60635badae692a4b239565b2,Phường Phương Liên,Quận Đống Đa,550.0,30.0
60635baeae692a4b239565b3,Phường Vĩnh Hưng,Quận Hoàng Mai,4300.0,68.0
60635bafae692a4b239565b4,Xã Hải Bối,Huyện Đông Anh,450.0,100.0
60635bb0ae692a4b239565b5,Thị trấn Trâu Quỳ,Huyện Gia Lâm,10000.0,210.0
60635bb0ae692a4b239565b6,Xã Ngọc Hồi,Huyện Thanh Trì,2700.0,90.0
60635bb1ae692a4b239565b7,Phường Yên Nghĩa,Quận Hà Đông,1600.0,33.0
60635bb2ae692a4b239565b8,Phường Phú Diễn,Quận Bắc Từ Liêm,11600.0,146.0
60635bb3ae692a4b239565b9,Xã Thanh Lâm,Huyện Mê Linh,3100.0,412.0
60635bb4ae692a4b239565ba,Phường Vạn Phúc,Quận Hà Đông,13200.0,91.0
60635bb5ae692a4b239565bb,Phường Hàng Bột,Quận Đống Đa,4350.0,42.0
60635bb5ae692a4b239565bc,Phường Vạn Phúc,Quận Hà Đông,13400.0,94.0
60635bb6ae692a4b239565bd,Phường Vạn Phúc,Quận Hà Đông,13500.0,91.0
60635bb7ae692a4b239565be,Phường Hoàng Văn Thụ,Quận Hoàng Mai,3550.0,40.0
60635bb8ae692a4b239565bf,Xã Kiêu Kỵ,Huyện Gia Lâm,3800.0,117.0
60635bb9ae692a4b239565c0,Phường Vạn Phúc,Quận Hà Đông,13500.0,91.0
60635bbaae692a4b239565c1,Phường Vạn Phúc,Quận Hà Đông,13000.0,91.0
60635bbbae692a4b239565c2,Phường Yên Phụ,Quận Tây Hồ,18000.0,94.0
60635bbcae692a4b239565c3,Phường Phúc Lợi,Quận Long Biên,2500.0,33.0
60635bbdae692a4b239565c4,Thị trấn Xuân Mai,Huyện Chương Mỹ,5500.0,1310.0
60635bbdae692a4b239565c5,Phường Trần Phú,Quận Hoàng Mai,1800.0,42.0
60635bbeae692a4b239565c6,Xã Minh Trí,Huyện Sóc Sơn,15.0,168.0
60635bbfae692a4b239565c7,Phường La Khê,Quận Hà Đông,2300.0,33.0
60635bc0ae692a4b239565c8,Phường Ngọc Lâm,Quận Long Biên,6000.0,43.0
60635bc1ae692a4b239565c9,Phường Dịch Vọng Hậu,Quận Cầu Giấy,600.0,45.0
60635bc1ae692a4b239565ca,Phường Bách Khoa,Quận Hai Bà Trưng,600.0,45.0
60635bc2ae692a4b239565cb,Xã Xuân Nộn,Huyện Đông Anh,13.5,96.0
60635bc3ae692a4b239565cc,Phường Tây Tựu,Quận Bắc Từ Liêm,190.0,35.0
60635bc5ae692a4b239565cd,Thị trấn Trâu Quỳ,Huyện Gia Lâm,2550.0,63.0
60635bc5ae692a4b239565ce,Phường Yên Nghĩa,Quận Hà Đông,1250.0,31.0
60635bc6ae692a4b239565cf,Phường Giảng Võ,Quận Ba Đình,2000.0,25.0
60635bc7ae692a4b239565d0,Phường Phúc Đồng,Quận Long Biên,3000.0,80.0
60635bc8ae692a4b239565d1,Phường Mộ Lao,Quận Hà Đông,6000.0,60.0
60635bc9ae692a4b239565d2,Phường Ô Chợ Dừa,Quận Đống Đa,3100.0,32.0
60635bc9ae692a4b239565d3,Phường Quang Trung,Quận Hà Đông,2000.0,75.0
60635bcaae692a4b239565d4,Phường Phú Lãm,Quận Hà Đông,1720.0,31.0
60635bccae692a4b239565d5,Phường Giang Biên,Quận Long Biên,2100.0,73.0
60635bccae692a4b239565d6,Thị trấn Đông Anh,Huyện Đông Anh,2851.0,70.0
60635bcdae692a4b239565d7,Phường Bồ Đề,Quận Long Biên,4350.0,45.0
60635bceae692a4b239565d8,Phường Yên Nghĩa,Quận Hà Đông,1750.0,32.0
60635bcfae692a4b239565d9,Phường Vạn Phúc,Quận Hà Đông,13000.0,84.0
60635bd0ae692a4b239565da,Phường Vạn Phúc,Quận Hà Đông,13700.0,91.0
60635bd0ae692a4b239565db,Xã Ninh Sở,Huyện Thường Tín,2889.0,96.0
60635bd1ae692a4b239565dc,Phường Vạn Phúc,Quận Hà Đông,13452.0,94.0
60635bd2ae692a4b239565dd,Phường Quang Trung,Quận Hà Đông,1550.0,60.0
60635bd3ae692a4b239565de,Xã Thanh Liệt,Huyện Thanh Trì,6000.0,56.0
60635bd4ae692a4b239565df,Xã Đông La,Huyện Hoài Đức,2720.0,35.0
60635bd5ae692a4b239565e0,Phường Phúc Lợi,Quận Long Biên,1400.0,298.0
60635bd6ae692a4b239565e1,Phường Yên Nghĩa,Quận Hà Đông,2150.0,35.0
60635bd7ae692a4b239565e2,Phường Dịch Vọng Hậu,Quận Cầu Giấy,5000.0,44.0
60635bd8ae692a4b239565e3,Phường Đội Cấn,Quận Ba Đình,650.0,35.0
60635bd8ae692a4b239565e4,Phường Láng Thượng,Quận Đống Đa,1550.0,60.0
60635bd9ae692a4b239565e5,Xã Thượng Cốc,Huyện Phúc Thọ,3250.0,326.0
60635bdaae692a4b239565e6,Phường Đông Ngạc,Quận Bắc Từ Liêm,33.0,32.0
60635bdbae692a4b239565e7,Phường Lĩnh Nam,Quận Hoàng Mai,9000.0,200.0
60635bdcae692a4b239565e8,Phường Cát Linh,Quận Đống Đa,550.0,50.0
60635bddae692a4b239565e9,Phường Thịnh Liệt,Quận Hoàng Mai,2600.0,35.0
60635bdeae692a4b239565ea,Xã Xuân Canh,Huyện Đông Anh,1000.0,171.0
60635bdfae692a4b239565eb,Phường Phúc La,Quận Hà Đông,1150.0,63.0
60635be1ae692a4b239565ec,Phường Bách Khoa,Quận Hai Bà Trưng,600.0,35.0
60635be1ae692a4b239565ed,Phường Vĩnh Tuy,Quận Hai Bà Trưng,3500.0,30.0
60635be2ae692a4b239565ee,Phường Cát Linh,Quận Đống Đa,550.0,30.0
60635be3ae692a4b239565ef,Phường Quan Hoa,Quận Cầu Giấy,6300.0,72.0
60635be4ae692a4b239565f0,Phường Đông Ngạc,Quận Bắc Từ Liêm,1450.0,70.0
60635be5ae692a4b239565f1,Thị trấn Yên Viên,Huyện Gia Lâm,3000.0,50.0
60635be6ae692a4b239565f2,Phường La Khê,Quận Hà Đông,5200.0,63.0
60635be7ae692a4b239565f3,Phường Kiến Hưng,Quận Hà Đông,3400.0,32.0
60635be7ae692a4b239565f4,Phường Bạch Mai,Quận Hai Bà Trưng,3100.0,42.0
60635be8ae692a4b239565f5,Thị trấn Văn Điển,Huyện Thanh Trì,3100.0,62.0
60635be9ae692a4b239565f6,Phường Tây Mỗ,Quận Nam Từ Liêm,1600.0,54.0
60635beaae692a4b239565f7,Phường Cầu Diễn,Quận Nam Từ Liêm,999.0,35.0
60635bebae692a4b239565f8,Phường Bách Khoa,Quận Hai Bà Trưng,560.0,35.0
60635becae692a4b239565f9,Phường Yên Phụ,Quận Tây Hồ,1600.0,50.0
60635bedae692a4b239565fa,Phường Đông Ngạc,Quận Bắc Từ Liêm,7100.0,154.0
60635bedae692a4b239565fb,Phường Nghĩa Đô,Quận Cầu Giấy,3900.0,41.0
60635beeae692a4b239565fc,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,3650.0,36.0
60635befae692a4b239565fd,Phường Phúc La,Quận Hà Đông,1050.0,62.0
60635bf0ae692a4b239565fe,Phường Dịch Vọng,Quận Cầu Giấy,920.0,60.0
60635bf1ae692a4b239565ff,Phường Giang Biên,Quận Long Biên,2000.0,72.0
60635bf2ae692a4b23956600,Xã Vĩnh Ngọc,Huyện Đông Anh,25.5,76.0
60635bf3ae692a4b23956601,Phường Tây Mỗ,Quận Nam Từ Liêm,2550.0,40.0
60635bf4ae692a4b23956602,Phường Kim Mã,Quận Ba Đình,3100.0,25.0
60635bf5ae692a4b23956603,Phường Khương Trung,Quận Thanh Xuân,35000.0,200.0
60635bf6ae692a4b23956604,Phường Thụy Khuê,Quận Tây Hồ,2300.0,23.0
60635bf6ae692a4b23956605,Xã Tả Thanh Oai,Huyện Thanh Trì,980.0,35.0
60635bf7ae692a4b23956606,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,4200.0,55.0
60635bf8ae692a4b23956607,Phường Khương Trung,Quận Thanh Xuân,3900.0,30.0
60635bf9ae692a4b23956608,Phường Mỹ Đình 1,Quận Nam Từ Liêm,8800.0,60.0
60635bfaae692a4b23956609,Phường Đồng Mai,Quận Hà Đông,780.0,35.0
60635bfbae692a4b2395660a,Phường Vĩnh Phúc,Quận Ba Đình,670.0,30.0
60635bfbae692a4b2395660b,Phường Yên Nghĩa,Quận Hà Đông,1500.0,121.0
60635bfcae692a4b2395660c,Phường Khương Đình,Quận Thanh Xuân,3500.0,35.0
60635bfdae692a4b2395660d,Phường Trung Hoà,Quận Cầu Giấy,63000.0,145.0
60635bfeae692a4b2395660e,Phường Phú Lãm,Quận Hà Đông,1150.0,62.0
60635bffae692a4b2395660f,Phường Thịnh Quang,Quận Đống Đa,8500.0,133.0
60635c00ae692a4b23956610,Xã Thanh Mỹ,Thị xã Sơn Tây,1944.0,324.0
